0.0000003	1.4607	0
0.000000301	1.4606	0
0.000000302	1.4605	0
0.000000303	1.4605	0
0.000000304	1.4604	0
0.000000305	1.4603	0
0.000000306	1.4602	0
0.000000307	1.4601	0
0.000000308	1.46	0
0.000000309	1.46	0
0.00000031	1.4599	0
0.000000311	1.4598	0
0.000000312	1.4598	0
0.000000313	1.4597	0
0.000000314	1.4596	0
0.000000315	1.4596	0
0.000000316	1.4596	0
0.000000317	1.4595	0
0.000000318	1.4595	0
0.000000319	1.4594	0
0.00000032	1.4594	0
0.000000321	1.4593	0
0.000000322	1.4592	0
0.000000323	1.4591	0
0.000000324	1.459	0
0.000000325	1.4589	0
0.000000326	1.4589	0
0.000000327	1.4589	0
0.000000328	1.4588	0
0.000000329	1.4588	0
0.00000033	1.4587	0
0.000000331	1.4587	0
0.000000332	1.4586	0
0.000000333	1.4586	0
0.000000334	1.4586	0
0.000000335	1.4585	0
0.000000336	1.4584	0
0.000000337	1.4583	0
0.000000338	1.4583	0
0.000000339	1.4582	0
0.00000034	1.4581	0
0.000000341	1.4581	0
0.000000342	1.458	0
0.000000343	1.458	0
0.000000344	1.4579	0
0.000000345	1.4579	0
0.000000346	1.4578	0
0.000000347	1.4578	0
0.000000348	1.4578	0
0.000000349	1.4577	0
0.00000035	1.4577	0
0.000000351	1.4576	0
0.000000352	1.4576	0
0.000000353	1.4575	0
0.000000354	1.4574	0
0.000000355	1.4574	0
0.000000356	1.4573	0
0.000000357	1.4573	0
0.000000358	1.4573	0
0.000000359	1.4573	0
0.00000036	1.4573	0
0.000000361	1.4572	0
0.000000362	1.4572	0
0.000000363	1.4571	0
0.000000364	1.457	0
0.000000365	1.457	0
0.000000366	1.4569	0
0.000000367	1.4568	0
0.000000368	1.4568	0
0.000000369	1.4568	0
0.00000037	1.4567	0
0.000000371	1.4567	0
0.000000372	1.4567	0
0.000000373	1.4566	0
0.000000374	1.4566	0
0.000000375	1.4565	0
0.000000376	1.4565	0
0.000000377	1.4565	0
